Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
7.161,59.8,37.61,30.93,-31.54,-16.79
7.193,59.8,37.61,25.78,-28.89,-17.61
7.223,66.32,44.15,30.73,-27.05,-17.61
7.251,66.32,44.15,25.88,-24.9,-18.93
7.28,71.01,51.26,27.92,-22.36,-18.93
7.311,71.01,51.26,27.87,-24.09,-18.12
7.342,75.33,59.16,29.13,-21.59,-18.12
7.369,77.6,63.37,30.03,-22.48,-19.81
7.415,77.6,63.37,29.69,-21.65,-18.98
7.441,79.16,65.96,30.74,-21.51,-18.98
7.467,79.16,65.96,29.43,-20.02,-19.75
7.496,79.33,65.93,29.82,-19.97,-19.75
7.519,79.33,65.93,28.95,-21.34,-20.0
7.542,78.37,63.95,28.78,-21.93,-20.0
7.573,78.37,63.95,28.39,-21.67,-20.07
7.596,76.52,60.33,27.8,-21.9,-20.07
7.628,76.52,60.33,27.23,-24.01,-20.41
7.653,72.3,54.14,25.3,-25.86,-20.41
7.685,72.3,54.14,27.65,-27.57,-21.89
7.71,66.35,46.98,25.44,-32.16,-21.89
7.74,66.35,46.98,27.71,-34.49,-24.09
7.765,56.1,35.86,26.05,-41.66,-24.09
7.794,56.1,35.86,24.67,-40.22,-22.55
7.818,48.36,27.87,23.54,-45.67,-22.55
7.849,48.36,27.87,18.49,-42.63,-25.51
7.875,40.51,22.62,17.08,-43.86,-25.51
7.905,40.51,22.62,14.57,-49.82,-25.41
7.93,34.29,19.19,12.93,-53.2,-25.41
7.959,34.29,19.19,11.5,-52.98,-24.92
7.985,26.71,14.11,12.68,-58.9,-24.92
8.016,26.71,14.11,6.89,-52.84,-24.56
8.041,21.6,11.71,8.14,-54.8,-24.56
8.07,21.6,11.71,7.47,-56.53,-24.4
8.095,15.82,9.03,12.02,-58.35,-24.4
8.126,15.82,9.03,7.48,-59.37,-22.76
8.152,12.13,6.91,11.17,-61.33,-22.76
8.182,12.13,6.91,10.37,-58.32,-24.08
8.207,7.87,4.86,15.04,-58.54,-24.08
8.237,7.87,4.86,9.85,-58.81,-23.28
8.263,4.98,3.47,13.11,-58.32,-23.28
8.293,4.98,3.47,9.83,-56.65,-23.94
8.316,2.46,2.72,12.64,-53.75,-23.94
8.348,2.46,2.72,8.86,-56.93,-23.66
8.373,1.34,1.74,10.17,-56.67,-23.66
8.404,1.34,1.74,8.9,-55.45,-23.28
8.428,1.26,1.54,8.99,-54.93,-23.28
8.457,1.26,1.54,8.73,-55.87,-22.94
8.483,1.94,1.39,8.03,-56.76,-22.94
8.514,1.94,1.39,8.58,-55.77,-23.14
8.538,3.66,1.99,7.04,-56.4,-23.14
8.568,3.66,1.99,7.69,-54.89,-23.18
8.593,6.54,3.41,5.63,-55.55,-23.18
8.625,6.54,3.41,4.3,-48.59,-21.16
8.65,10.08,5.73,4.43,-47.09,-21.16
8.677,10.08,5.73,2.83,-47.62,-21.9
8.703,15.81,8.8,7.97,-44.72,-21.9
8.734,15.81,8.8,6.65,-46.53,-19.12
8.759,21.95,12.28,12.62,-42.69,-19.12
8.787,21.95,12.28,10.56,-43.81,-19.46
8.813,29.99,16.99,18.23,-39.6,-19.46
8.844,29.99,16.99,15.07,-44.18,-15.96
8.869,37.07,20.98,21.63,-41.43,-15.96
8.899,37.07,20.98,19.09,-39.33,-16.83
8.925,45.48,26.83,26.69,-36.56,-16.83
8.955,45.48,26.83,20.8,-36.44,-16.24
8.98,52.61,32.75,26.3,-33.49,-16.24
9.009,52.61,32.75,22.83,-32.06,-17.61
9.032,60.32,38.43,28.69,-28.62,-17.61
9.064,60.32,38.43,23.75,-31.45,-16.84
9.088,65.86,43.99,28.3,-31.06,-16.84
9.116,65.86,43.99,24.51,-28.9,-19.41
9.138,72.16,53.29,28.64,-28.75,-19.41
9.173,72.16,53.29,25.63,-25.28,-18.65
9.195,76.81,61.04,28.11,-24.7,-18.65
9.23,76.81,61.04,25.8,-23.62,-19.28
9.255,79.09,64.96,27.21,-24.1,-19.28
9.285,79.09,64.96,25.67,-22.15,-19.05
9.311,80.04,66.27,26.69,-22.81,-19.05
9.34,80.04,66.27,24.78,-21.95,-19.3
9.366,80.06,65.68,25.29,-21.47,-19.3
9.395,80.06,65.68,23.59,-22.48,-19.29
9.419,79.67,64.15,23.9,-21.13,-19.29
9.448,79.67,64.15,22.61,-24.01,-19.01
9.472,78.54,61.54,22.5,-24.24,-19.01
9.505,78.54,61.54,22.46,-24.81,-19.1
9.53,76.28,58.28,21.14,-26.45,-19.1
9.559,76.28,58.28,24.25,-27.19,-17.87
9.582,72.15,52.73,22.37,-30.09,-17.87
9.612,72.15,52.73,25.24,-32.52,-20.66
9.632,64.77,43.4,23.61,-37.93,-20.66
9.667,64.77,43.4,24.44,-36.0,-19.26
9.691,57.5,36.26,22.45,-37.81,-19.26
9.725,57.5,36.26,21.56,-42.37,-20.69
9.749,48.83,29.78,19.85,-43.61,-20.69
9.78,48.83,29.78,17.96,-47.95,-20.11
9.805,41.01,24.92,16.9,-50.07,-20.11
9.837,41.01,24.92,14.96,-52.6,-20.25
9.861,32.09,20.02,13.72,-59.85,-20.25
9.89,32.09,20.02,11.66,-53.56,-19.38
9.914,25.59,15.94,11.87,-60.26,-19.38
9.945,25.59,15.94,8.58,-50.84,-19.91
9.967,19.08,12.38,11.2,-54.26,-19.91
10.0,19.08,12.38,6.57,-52.93,-18.44
10.024,14.39,9.81,9.67,-55.91,-18.44
10.055,14.39,9.81,7.63,-52.63,-21.55
10.079,9.9,7.22,12.14,-54.62,-21.55
10.109,9.9,7.22,8.15,-51.26,-20.78
10.131,5.79,5.18,12.75,-51.06,-20.78
10.165,5.79,5.18,9.37,-51.7,-21.84
10.189,2.83,3.38,12.79,-51.97,-21.84
10.22,2.83,3.38,10.34,-49.52,-21.71
10.244,0.12,2.12,13.42,-47.08,-21.71
10.275,0.12,2.12,10.07,-49.52,-21.64
10.298,1.46,1.01,11.84,-48.3,-21.64
10.332,1.46,1.01,10.19,-48.51,-21.23
10.356,2.4,0.22,11.19,-47.65,-21.23
10.386,2.4,0.22,10.48,-48.35,-21.73
10.41,2.35,0.05,10.43,-48.56,-21.73
10.439,2.35,0.05,9.75,-47.68,-20.51
10.462,1.37,0.57,8.98,-47.7,-20.51
10.496,1.37,0.57,9.02,-45.02,-19.95
10.519,0.65,1.8,7.83,-43.73,-19.95
10.55,0.65,1.8,6.89,-44.28,-19.44
10.573,4.65,4.46,7.34,-42.59,-19.44
10.607,4.65,4.46,5.26,-42.22,-18.51
10.631,9.4,6.48,7.19,-40.75,-18.51
10.66,9.4,6.48,5.99,-39.4,-18.67
10.683,16.98,9.48,10.81,-36.66,-18.67
10.716,16.98,9.48,6.05,-38.85,-16.89
10.74,23.6,12.4,10.64,-35.71,-16.89
10.77,23.6,12.4,8.29,-39.67,-14.69
10.793,31.76,16.39,15.54,-37.11,-14.69
10.827,31.76,16.39,9.06,-37.37,-15.77
10.851,38.61,20.51,15.51,-34.81,-15.77
10.882,38.61,20.51,14.39,-36.03,-13.2
10.908,46.62,27.1,21.67,-32.82,-13.2
10.937,46.62,27.1,17.88,-33.63,-14.1
10.963,53.4,32.64,23.42,-31.17,-14.1
10.991,53.4,32.64,21.04,-31.27,-14.46
11.015,59.92,37.43,26.54,-29.43,-14.46
11.045,59.92,37.43,23.51,-28.57,-15.44
11.07,64.82,42.71,27.28,-27.69,-15.44
11.102,64.82,42.71,24.99,-26.68,-15.41
11.128,70.5,50.4,28.63,-25.19,-15.41
11.153,70.5,50.4,25.86,-24.88,-15.34
11.174,73.68,55.2,27.66,-23.88,-15.34
11.209,73.68,55.2,25.71,-24.23,-15.97
11.232,76.16,60.2,26.92,-25.03,-15.97
11.268,76.16,60.2,25.74,-22.7,-15.93
11.293,77.2,62.5,26.13,-23.36,-15.93
11.322,77.2,62.5,25.4,-22.08,-15.99
11.347,77.38,62.42,25.61,-21.28,-15.99
11.378,77.38,62.42,24.58,-22.9,-16.06
11.404,76.81,61.23,24.29,-22.33,-16.06
11.432,76.81,61.23,24.48,-23.6,-16.37
11.456,75.06,58.32,23.78,-24.49,-16.37
11.487,75.06,58.32,24.98,-25.19,-16.17
11.512,71.63,53.61,23.59,-28.1,-16.17
11.542,71.63,53.61,25.64,-26.32,-15.81
11.566,65.95,46.66,23.3,-28.76,-15.81
11.597,65.95,46.66,24.6,-29.93,-16.73
11.621,58.76,38.85,22.02,-31.04,-16.73
11.652,58.76,38.85,22.62,-37.17,-16.95
11.676,52.49,33.16,19.94,-38.44,-16.95
11.708,52.49,33.16,19.02,-42.35,-15.9
11.731,44.41,26.61,16.79,-45.88,-15.9
11.763,44.41,26.61,14.24,-46.82,-16.61
11.788,38.7,22.87,12.21,-49.92,-16.61
11.822,38.7,22.87,10.4,-48.51,-13.86
11.844,32.45,19.98,8.54,-50.9,-13.86
11.872,32.45,19.98,8.18,-52.05,-15.37
11.893,26.85,17.35,7.78,-55.33,-15.37
11.927,26.85,17.35,7.01,-52.03,-15.0
11.949,20.34,14.32,7.77,-57.2,-15.0
11.981,20.34,14.32,5.5,-50.95,-17.57
12.004,15.24,12.19,7.47,-52.99,-17.57
12.038,15.24,12.19,4.39,-51.22,-17.69
12.061,9.91,10.07,7.89,-52.17,-17.69
12.094,9.91,10.07,3.54,-50.89,-18.81
12.117,5.9,7.86,7.42,-51.45,-18.81
12.151,5.9,7.86,3.23,-50.53,-19.18
12.174,2.16,5.95,7.34,-50.77,-19.18
12.205,2.16,5.95,3.79,-49.39,-18.55
12.23,0.54,5.24,5.53,-48.84,-18.55
12.259,0.54,5.24,3.62,-51.0,-18.63
12.284,0.26,4.5,4.54,-51.26,-18.63
12.314,0.26,4.5,3.52,-53.4,-19.63
12.337,0.43,3.87,3.81,-54.53,-19.63
12.371,0.43,3.87,4.08,-53.05,-20.02
12.394,0.27,3.41,4.0,-53.25,-20.02
12.424,0.27,3.41,4.87,-51.57,-19.18
12.449,0.81,3.64,3.84,-52.21,-19.18
12.479,0.81,3.64,4.82,-48.33,-18.8
12.502,2.46,4.34,3.65,-48.33,-18.8
12.535,2.46,4.34,4.96,-43.49,-16.01
12.56,5.83,6.81,6.52,-40.39,-16.01
12.591,5.83,6.81,5.84,-40.42,-14.92
12.613,9.7,9.8,9.4,-35.98,-14.92
12.644,9.7,9.8,11.96,-40.03,-11.4
12.669,16.22,14.26,18.42,-34.39,-11.4
12.699,16.22,14.26,15.65,-41.83,-11.03
12.724,23.39,18.4,22.61,-38.02,-11.03
12.753,23.39,18.4,20.78,-42.7,-9.37
12.777,32.59,23.15,29.64,-39.71,-9.37
12.808,32.59,23.15,21.91,-39.87,-10.02
12.832,40.15,27.75,29.19,-38.33,-10.02
12.863,40.15,27.75,25.55,-38.42,-10.92
12.889,48.86,33.0,33.45,-36.38,-10.92
12.919,48.86,33.0,26.16,-35.01,-12.18
12.944,55.18,36.81,31.66,-33.42,-12.18
12.975,55.18,36.81,27.25,-32.07,-12.18
12.998,62.36,42.71,33.07,-30.18,-12.18
13.028,62.36,42.71,26.22,-30.28,-14.86
13.051,67.28,47.92,29.94,-29.49,-14.86
13.084,67.28,47.92,26.13,-28.08,-15.27
13.109,71.88,53.87,29.39,-27.61,-15.27
